GLOBAL OPTIMUM SEARCH OF RE-EVALUATED BINARY ONEMAX
WITH ADDED POSTERIOR NOISE ~N(0, SIGMA)

NUMBER OF FITNESS EVALUATIONS FOR   (mu + 1)-EA

DATE:   2015-12-3 (year-month-day)
TIME:   9:44:3 (hour:min:sec)
SEED:   1

EXPERIMENTS PERFORMED ON:   MacBook Pro (13" Retina, Beginning 2015)
OPERATING SYSTEM:   Mac OS X Version 10.11.1
PROCESSOR:   2.7GHz dual-core Intel Core i5 (Turbo Boost up to 3.1GHz) with 3MB shared L3 cache
MEMORY:   8GB of 1866MHz LPDDR3

DIMENSION MU SIGMA N_RE_EVALUATIONS N_FITNESS_EVALUATIONS
100 12 10 9 597888
100 12 10 9 1054728
100 12 10 9 401976
100 12 10 9 1532628
100 12 10 9 688932
100 12 10 9 722304
100 12 10 9 773172
100 12 10 9 1663416
100 12 10 9 1029888
100 12 10 9 732564
100 12 10 9 697032
100 12 10 9 493344
100 12 10 9 1030212
100 12 10 9 723276
100 12 10 9 762048
100 12 10 9 469152
100 12 10 9 1264896
100 12 10 9 493560
100 12 10 9 427464
100 12 10 9 630828
100 12 10 9 970596
100 12 10 9 511488
100 12 10 9 506844
100 12 10 9 658692
100 12 10 9 1008288
100 12 10 9 2896344
100 12 10 9 1236492
100 12 10 9 1976184
100 12 10 9 960984
100 12 10 9 1060776
100 12 10 9 1147392
100 12 10 9 1274940
100 12 10 9 384156
100 12 10 9 1114884
100 12 10 9 843912
100 12 10 9 1818288
100 12 10 9 1195884
100 12 10 9 878040
100 12 10 9 1237464
100 12 10 9 1026756
100 12 10 9 877392
100 12 10 9 1436292
100 12 10 9 701568
100 12 10 9 847584
100 12 10 9 1048464
100 12 10 9 700488
100 12 10 9 927504
100 12 10 9 1152576
100 12 10 9 583308
100 12 10 9 563760
100 12 10 9 1237356
100 12 10 9 1609524
100 12 10 9 528444
100 12 10 9 864216
100 12 10 9 502740
100 12 10 9 612900
100 12 10 9 537732
100 12 10 9 407700
100 12 10 9 657072
100 12 10 9 458028
100 12 10 9 685584
100 12 10 9 495396
100 12 10 9 486216
100 12 10 9 2250936
100 12 10 9 811404
100 12 10 9 1422576
100 12 10 9 654588
100 12 10 9 1138428
100 12 10 9 626724
100 12 10 9 664848
100 12 10 9 751356
100 12 10 9 1065744
100 12 10 9 1204308
100 12 10 10 1626720
100 12 10 10 344640
100 12 10 10 1133640
100 12 10 10 1177560
100 12 10 10 913800
100 12 10 10 1037040
100 12 10 10 2844720
100 12 10 10 1334400
100 12 10 10 537360
100 12 10 10 762360
100 12 10 10 1005120
100 12 10 10 880920
100 12 10 10 549600
100 12 10 10 502440
100 12 10 10 1004400
100 12 10 10 2177280
100 12 10 10 1710720
100 12 10 10 746160
100 12 10 10 667440
100 12 10 10 758280
100 12 10 10 988440
100 12 10 10 1291320
100 12 10 10 646440
100 12 10 10 1739520
100 12 10 10 899640
100 12 10 10 630240
100 12 10 10 1177920
100 12 10 10 1539360
100 12 10 10 550560
100 12 10 10 1284960
100 12 10 10 746280
100 12 10 10 2789160
100 12 10 10 607920
100 12 10 10 646080
100 12 10 10 619560
100 12 10 10 511440
100 12 10 10 1114440
100 12 10 10 445320
100 12 10 10 702480
100 12 10 10 969840
100 12 10 10 1885920
100 12 10 10 929880
100 12 10 10 1341600
100 12 10 10 1342800
100 12 10 10 1502640
100 12 10 10 628920
100 12 10 10 1248000
100 12 10 10 772920
100 12 10 10 527160
100 12 10 10 794040
100 12 10 10 861600
100 12 10 10 853920
100 12 10 10 625560
100 12 10 10 733200
100 12 10 10 694680
100 12 10 10 1374480
100 12 10 10 808200
100 12 10 10 850320
100 12 10 10 767760
100 12 10 10 808920
100 12 10 10 589680
100 12 10 10 640800
100 12 10 10 736800
100 12 10 10 518640
100 12 10 10 1468680
100 12 10 10 1365240
100 12 10 10 785040
100 12 10 10 546600
100 12 10 10 1244160
100 12 10 10 889200
100 12 10 10 979680
100 12 10 10 883200
100 12 10 10 846480
100 12 10 10 1797840
100 12 10 10 673920
100 12 10 10 954000
100 12 10 10 936000
100 12 10 10 719040
100 12 10 10 463920
100 12 10 10 584160
100 12 10 10 791760
100 12 10 10 1132560
100 12 10 10 659520
100 12 10 10 691320
100 12 10 10 1129080
100 12 10 10 767520
100 12 10 10 748680
100 12 10 10 871200
100 12 10 10 893520
100 12 10 10 1015560
100 12 10 10 1291920
100 12 10 10 1384200
100 12 10 10 587880
100 12 10 10 654720
100 12 10 10 726360
100 12 10 10 833280
100 12 10 10 543840
100 12 10 10 563880
100 12 10 10 1531200
100 12 10 10 1389960
100 12 10 11 839652
100 12 10 11 1063788
100 12 10 11 556116
100 12 10 11 893244
100 12 10 11 1217436
100 12 10 11 749100
100 12 10 11 1050324
100 12 10 11 628452
100 12 10 11 1505724
100 12 10 11 682968
100 12 10 11 439296
100 12 10 11 1018116
100 12 10 11 642444
100 12 10 11 794112
100 12 10 11 904464
100 12 10 11 773388
100 12 10 11 668976
100 12 10 11 690228
100 12 10 11 967824
100 12 10 11 560736
100 12 10 11 627132
100 12 10 11 783288
100 12 10 11 616176
100 12 10 11 734844
100 12 10 11 786720
100 12 10 11 635580
100 12 10 11 884136
100 12 10 11 1007952
100 12 10 11 588984
100 12 10 11 884268
100 12 10 11 1629540
100 12 10 11 438636
100 12 10 11 1686300
100 12 10 11 1032768
100 12 10 11 1521432
100 12 10 11 545556
100 12 10 11 512292
100 12 10 11 1286472
100 12 10 11 1189716
100 12 10 11 828300
100 12 10 11 1127412
100 12 10 11 837276
100 12 10 11 1104840
100 12 10 11 1048212
100 12 10 11 934560
100 12 10 11 894432
100 12 10 11 1141536
100 12 10 11 1390488
100 12 10 11 1420320
100 12 10 11 1829784
100 12 10 11 1161204
100 12 10 11 924528
100 12 10 11 1172556
100 12 10 11 1795860
100 12 10 11 507936
100 12 10 11 1199220
100 12 10 11 1758372
100 12 10 11 892716
100 12 10 11 786456
100 12 10 11 678744
100 12 10 11 866844
100 12 10 11 771672
100 12 10 11 650100
100 12 10 11 930336
100 12 10 11 706464
100 12 10 11 779196
100 12 10 11 860244
100 12 10 11 1089396
100 12 10 11 1258224
100 12 10 11 960432
100 12 10 11 741048
100 12 10 11 674784
100 12 10 11 735504
100 12 10 11 665412
100 12 10 11 726264
100 12 10 11 1189980
100 12 10 11 1122000
100 12 10 11 628848
100 12 10 11 1354980
100 12 10 11 588324
100 12 10 11 961224
100 12 10 11 969540
100 12 10 11 674784
100 12 10 11 468864
100 12 10 11 803748
100 12 10 11 646800
100 12 10 11 1017324
100 12 10 11 1378212
100 12 10 11 896148
100 12 10 11 849420
100 12 10 11 1180344
100 12 10 11 1879548
100 12 10 11 1069860
100 12 10 11 2162028
100 12 10 11 1372800
100 12 10 11 762696
100 12 10 11 767976
100 12 10 11 851268
100 12 10 11 840312
100 12 10 11 827904
100 12 10 12 1142208
100 12 10 12 1029744
100 12 10 12 854352
100 12 10 12 741600
100 12 10 12 1388160
100 12 10 12 1178496
100 12 10 12 651744
100 12 10 12 715536
100 12 10 12 593424
100 12 10 12 552816
100 12 10 12 1033488
100 12 10 12 905760
