GLOBAL OPTIMUM SEARCH OF RE-EVALUATED BINARY ONEMAX
WITH ADDED POSTERIOR NOISE ~N(0, SIGMA)

NUMBER OF FITNESS EVALUATIONS FOR   (mu + 1)-GA

DATE:   2015-11-27 (year-month-day)
TIME:   15:41:8 (hour:min:sec)
SEED:   1

EXPERIMENTS PERFORMED ON:   MacBook Pro (13" Retina, Beginning 2015)
OPERATING SYSTEM:   Mac OS X Version 10.11.1
PROCESSOR:   2.7GHz dual-core Intel Core i5 (Turbo Boost up to 3.1GHz) with 3MB shared L3 cache
MEMORY:   8GB of 1866MHz LPDDR3

DIMENSION MU SIGMA N_RE_EVALUATIONS N_FITNESS_EVALUATIONS
100 10 10 9 294840
100 10 10 9 343620
100 10 10 9 219420
100 10 10 9 559080
100 10 10 9 195030
100 10 10 9 165240
100 10 10 9 238050
100 10 10 9 197640
100 10 10 9 234720
100 10 10 9 345150
100 10 10 9 294570
100 10 10 9 297360
100 10 10 9 235170
100 10 10 9 163800
100 10 10 9 480420
100 10 10 9 215100
100 10 10 9 385470
100 10 10 9 145980
100 10 10 9 382500
100 10 10 9 197550
100 10 10 9 340020
100 10 10 9 285660
100 10 10 9 256410
100 10 10 9 382680
100 10 10 9 135630
100 10 10 9 268920
100 10 10 9 199440
100 10 10 9 215550
100 10 10 9 322470
100 10 10 9 301500
100 10 10 9 624510
100 10 10 9 417150
100 10 10 9 263700
100 10 10 9 241650
100 10 10 9 304110
100 10 10 9 336240
100 10 10 9 194760
100 10 10 9 271800
100 10 10 9 307080
100 10 10 9 248220
100 10 10 9 202860
100 10 10 9 213750
100 10 10 9 269640
100 10 10 9 307800
100 10 10 9 235710
100 10 10 9 191430
100 10 10 9 273960
100 10 10 9 155970
100 10 10 9 166950
100 10 10 9 437940
100 10 10 9 259560
100 10 10 9 394020
100 10 10 9 341280
100 10 10 9 195570
100 10 10 9 302220
100 10 10 9 369090
100 10 10 9 245250
100 10 10 9 343980
100 10 10 9 243360
100 10 10 9 259830
100 10 10 9 132480
100 10 10 9 278100
100 10 10 9 314280
100 10 10 9 158850
100 10 10 9 733860
100 10 10 9 320850
100 10 10 9 368640
100 10 10 9 312480
100 10 10 9 228420
100 10 10 9 402480
100 10 10 9 251190
100 10 10 9 514350
100 10 10 9 224190
100 10 10 9 268650
100 10 10 9 233820
100 10 10 9 288720
100 10 10 9 325440
100 10 10 9 313020
100 10 10 9 250020
100 10 10 9 199710
100 10 10 9 365130
100 10 10 9 394560
100 10 10 9 464850
100 10 10 9 226530
100 10 10 9 220410
100 10 10 9 260280
100 10 10 9 235170
100 10 10 9 373500
100 10 10 9 173430
100 10 10 9 253620
100 10 10 9 211860
100 10 10 9 206910
100 10 10 9 368190
100 10 10 10 331800
100 10 10 10 243800
100 10 10 10 329200
100 10 10 10 263300
100 10 10 10 262700
100 10 10 10 187700
100 10 10 10 183800
100 10 10 10 221800
100 10 10 10 312900
100 10 10 10 326300
100 10 10 10 268000
100 10 10 10 666100
100 10 10 10 293500
100 10 10 10 520200
100 10 10 10 246000
100 10 10 10 434900
100 10 10 10 398700
100 10 10 10 215000
100 10 10 10 305200
100 10 10 10 271400
100 10 10 10 284700
100 10 10 10 320800
100 10 10 10 175400
100 10 10 10 158900
100 10 10 10 196500
100 10 10 10 359900
100 10 10 10 335400
100 10 10 10 200900
100 10 10 10 263900
100 10 10 10 254200
100 10 10 10 229600
100 10 10 10 380600
100 10 10 10 171800
100 10 10 10 275900
100 10 10 10 561600
100 10 10 10 269600
100 10 10 10 239500
100 10 10 10 216200
100 10 10 10 175900
100 10 10 10 330400
100 10 10 10 329500
100 10 10 10 448200
100 10 10 10 254200
100 10 10 10 277500
100 10 10 10 306500
100 10 10 10 354800
100 10 10 10 374000
